INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182032558,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,179,,2018-05-01 08:52:00,2018,5,Tuesday,8,Part Three,GERARD ST,42.33062755,-71.07210653,"(42.33062755, -71.07210653)"
I152102923,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,170,,2015-12-13 17:07:00,2015,12,Sunday,17,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I172098993,1402,Vandalism,VANDALISM,C11,357,,2017-11-28 22:49:00,2017,11,Tuesday,22,Part Two,WESTVILLE ST,42.30010597,-71.0710271,"(42.30010597, -71.07102710)"
I182069871,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2018-08-31 08:22:06,2018,8,Friday,8,Part Two,SEAVER ST,42.30603974,-71.0862124,"(42.30603974, -71.08621240)"
I152049968,3301,Verbal Disputes,VERBAL DISPUTE,D14,939,,2015-06-16 17:25:00,2015,6,Tuesday,17,Part Three,FANEUIL ST,42.35555336,-71.15274721,"(42.35555336, -71.15274721)"
I172078196,2647,Other,THREATS TO DO BODILY HARM,B2,319,,2017-09-19 17:00:00,2017,9,Tuesday,17,Part Two,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
I162005612,3201,Property Lost,PROPERTY - LOST,C6,175,,2016-01-20 15:30:00,2016,1,Wednesday,15,Part Three,SOUTHAMPTON ST,42.3309164,-71.06415106,"(42.33091640, -71.06415106)"
I162052917,3207,Property Found,PROPERTY - FOUND,A1,109,,2016-07-04 00:59:00,2016,7,Monday,0,Part Three,FRANKLIN ST,42.35633324,-71.05440282,"(42.35633324, -71.05440282)"
I182035097,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,235,,2018-05-09 10:13:00,2018,5,Wednesday,10,Part Two,BUTTONWOOD ST,42.3198696,-71.05582786,"(42.31986960, -71.05582786)"
I172048930,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D14,803,,2017-06-19 03:57:00,2017,6,Monday,3,Part One,BRAINTREE ST,42.35631415,-71.13567792,"(42.35631415, -71.13567792)"
I182028293,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,797,,2018-04-15 21:48:00,2018,4,Sunday,21,Part Three,COMMONWEALTH AVE,42.35170571,-71.11989956,"(42.35170571, -71.11989956)"
I172051061,619,Larceny,LARCENY ALL OTHERS,D14,804,,2017-06-25 17:03:00,2017,6,Sunday,17,Part One,HICHBORN ST,42.35558007,-71.14378251,"(42.35558007, -71.14378251)"
I152085307,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,347,,2015-10-14 01:11:00,2015,10,Wednesday,1,Part Three,LYON ST,42.30638323,-71.06021218,"(42.30638323, -71.06021218)"
I162101024,724,Auto Theft,AUTO THEFT,D4, ,,2016-12-10 20:00:00,2016,12,Saturday,20,Part One,,,,"(0.00000000, 0.00000000)"
I172071907,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,508,,2017-08-29 22:00:00,2017,8,Tuesday,22,Part One,WACHUSETT ST,42.29438065,-71.11573641,"(42.29438065, -71.11573641)"
I152052784,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,465,,2015-06-26 04:46:00,2015,6,Friday,4,Part Three,BAIRD ST,42.28555729,-71.0911249,"(42.28555729, -71.09112490)"
I162009038,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,918,,2016-02-02 01:00:00,2016,2,Tuesday,1,Part Three,DAWES ST,42.31814671,-71.06075377,"(42.31814671, -71.06075377)"
I162089196,2905,Violations,VAL - OPERATING WITHOUT LICENSE,A1,118,,2016-10-31 17:17:00,2016,10,Monday,17,Part Two,CHARLES ST S,42.35094628,-71.06685604,"(42.35094628, -71.06685604)"
I172087028,2629,Harassment,HARASSMENT,E18,498,,2017-10-18 16:17:00,2017,10,Wednesday,16,Part Two,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I172075974,2647,Other,THREATS TO DO BODILY HARM,A1,117,,2017-09-13 05:30:00,2017,9,Wednesday,5,Part Two,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I162025251,3125,Warrant Arrests,WARRANT ARREST,A1,102,,2016-04-01 16:46:00,2016,4,Friday,16,Part Three,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I162053652,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,130,,2016-07-06 10:01:00,2016,7,Wednesday,10,Part Two,HUNTINGTON AVE,42.34852918,-71.07805107,"(42.34852918, -71.07805107)"
I162002346,3114,Investigate Property,INVESTIGATE PROPERTY,B3,450,,2016-01-09 09:45:00,2016,1,Saturday,9,Part Three,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I182030279,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C6,175,,2018-04-23 10:40:00,2018,4,Monday,10,Part Three,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182030814,3114,Investigate Property,INVESTIGATE PROPERTY,B2,262,,2018-04-24 23:06:00,2018,4,Tuesday,23,Part Three,BLUE HILL AVE,42.32094361,-71.07761042,"(42.32094361, -71.07761042)"
I182069394,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,636,,2018-08-29 16:37:00,2018,8,Wednesday,16,Part Three,CENTRE ST,42.31949472,-71.11161967,"(42.31949472, -71.11161967)"
I172014913,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,130,,2017-02-23 22:50:00,2017,2,Thursday,22,Part One,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I172103194,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2017-12-13 15:41:00,2017,12,Wednesday,15,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162057632,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,474,,2016-07-19 18:58:00,2016,7,Tuesday,18,Part Two,ITASCA ST,42.27246009,-71.10352421,"(42.27246009, -71.10352421)"
I172000115,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,294,,2017-01-01 09:22:00,2017,1,Sunday,9,Part Three,SAINT JAMES ST,42.32703627,-71.08687838,"(42.32703627, -71.08687838)"
I162082506,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-08 14:00:00,2016,10,Saturday,14,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182049240,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,318,,2018-06-23 22:36:00,2018,6,Saturday,22,Part Three,HUTCHINGS ST,42.31026891,-71.08931055,"(42.31026891, -71.08931055)"
I182048833,3115,Investigate Person,INVESTIGATE PERSON,B3,464,,2018-06-22 15:09:00,2018,6,Friday,15,Part Three,BROOKVIEW ST,42.2887411,-71.09117797,"(42.28874110, -71.09117797)"
I182010917,3410,Towed,TOWED MOTOR VEHICLE,D14,760,,2018-02-10 17:13:00,2018,2,Saturday,17,Part Three,FAIRBANKS ST,42.35071344,-71.16296497,"(42.35071344, -71.16296497)"
I162026687,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,E13,645,,2016-04-06 18:20:00,2016,4,Wednesday,18,Part Three,CENTRE ST,42.31265126,-71.11414509,"(42.31265126, -71.11414509)"
I152088044,301,Robbery,ROBBERY - STREET,D14,799,,2015-10-22 23:50:00,2015,10,Thursday,23,Part One,ASHFORD ST,42.35434576,-71.1251569,"(42.35434576, -71.12515690)"
I152055073,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,364,,2015-07-04 00:00:00,2015,7,Saturday,0,Part Two,CENTRE ST,42.29506405,-71.05672533,"(42.29506405, -71.05672533)"
I182043685,2647,Other,THREATS TO DO BODILY HARM,C11,402,,2018-06-06 12:29:00,2018,6,Wednesday,12,Part Two,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)"
I162102494,3201,Property Lost,PROPERTY - LOST,B3,444,,2016-12-16 14:00:00,2016,12,Friday,14,Part Three,WEST ST,42.35500441,-71.06300728,"(42.35500441, -71.06300728)"
I172068712,3125,Warrant Arrests,WARRANT ARREST,C11,334,,2017-08-20 12:40:00,2017,8,Sunday,12,Part Three,HANCOCK ST,42.31269827,-71.06459218,"(42.31269827, -71.06459218)"
I172043403,2647,Other,THREATS TO DO BODILY HARM,C6,914,,2017-06-01 14:33:00,2017,6,Thursday,14,Part Two,OLD COLONY AVE,42.32335251,-71.05241954,"(42.32335251, -71.05241954)"
I172088208,619,Larceny,LARCENY ALL OTHERS,C6,256,,2017-10-21 15:00:00,2017,10,Saturday,15,Part One,WILLIAM T MORRISSEY BLVD,42.30851521,-71.04557965,"(42.30851521, -71.04557965)"
I162033553,3301,Verbal Disputes,VERBAL DISPUTE,E18,522,,2016-04-30 16:33:00,2016,4,Saturday,16,Part Three,WILTON ST,42.24891703,-71.12588341,"(42.24891703, -71.12588341)"
I172041884,3114,Investigate Property,INVESTIGATE PROPERTY,A1,112,,2017-05-27 10:21:00,2017,5,Saturday,10,Part Three,AVENUE DE LAFAYETTE,42.35331987,-71.06102314,"(42.35331987, -71.06102314)"
I182053248,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,,2018-07-06 21:09:00,2018,7,Friday,21,Part One,WARREN ST,42.32832226,-71.08321495,"(42.32832226, -71.08321495)"
I172058767,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,227,,2017-07-19 17:00:00,2017,7,Wednesday,17,Part Three,E BROADWAY,42.33568411,-71.03231905,"(42.33568411, -71.03231905)"
I162052827,3114,Investigate Property,INVESTIGATE PROPERTY,A1,64,,2016-07-03 18:08:00,2016,7,Sunday,18,Part Three,CHARLES ST,42.36192792,-71.07081974,"(42.36192792, -71.07081974)"
I162074741,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,802,,2016-09-13 16:24:00,2016,9,Tuesday,16,Part Three,HARVARD AVE,42.35375411,-71.13225621,"(42.35375411, -71.13225621)"
I172016891,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,912,,2017-03-02 16:11:00,2017,3,Thursday,16,Part One,CENTRE ST,42.32287413,-71.10155354,"(42.32287413, -71.10155354)"
I162025941,619,Larceny,LARCENY ALL OTHERS,A1, ,,2016-04-04 02:19:00,2016,4,Monday,2,Part One,,,,"(0.00000000, 0.00000000)"
I152067980,3301,Verbal Disputes,VERBAL DISPUTE,B2,329,,2015-08-17 08:08:00,2015,8,Monday,8,Part Three,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)"
I172007037,3302,Assembly or Gathering Violations,GATHERING CAUSING ANNOYANCE,A1, ,,2017-01-26 14:59:00,2017,1,Thursday,14,Part Three,,,,"(0.00000000, 0.00000000)"
I182035626,3301,Verbal Disputes,VERBAL DISPUTE,C6,958,,2018-05-10 17:40:26,2018,5,Thursday,17,Part Three,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I162042593,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,467,,2016-05-31 10:45:00,2016,5,Tuesday,10,Part One,WESTMORE RD,42.28277812,-71.09806504,"(42.28277812, -71.09806504)"
I162046732,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,458,,2016-06-13 15:06:00,2016,6,Monday,15,Part Three,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I172101448,1402,Vandalism,VANDALISM,C6,208,,2017-12-07 07:51:00,2017,12,Thursday,7,Part Two,E FIRST ST,42.33827835,-71.02724171,"(42.33827835, -71.02724171)"
I172032830,1402,Vandalism,VANDALISM,B3,432,,2017-04-26 21:00:00,2017,4,Wednesday,21,Part Two,OAKHURST ST,42.28803351,-71.08241673,"(42.28803351, -71.08241673)"
I162026340,3115,Investigate Person,INVESTIGATE PERSON,B2,288,,2016-04-05 16:03:00,2016,4,Tuesday,16,Part Three,MALCOLM X BLVD,42.33056715,-71.08806813,"(42.33056715, -71.08806813)"
I172021740,2629,Harassment,HARASSMENT,B2,291,,2017-03-22 09:18:00,2017,3,Wednesday,9,Part Two,LINWOOD ST,42.32783258,-71.09262005,"(42.32783258, -71.09262005)"
I182027098,3114,Investigate Property,INVESTIGATE PROPERTY,A1,117,,2018-04-11 13:00:00,2018,4,Wednesday,13,Part Three,ESSEX ST,42.35246671,-71.06167002,"(42.35246671, -71.06167002)"
I172095070,560,Other Burglary,BURGLARY - OTHER - FORCE,B3,565,,2017-11-10 15:00:00,2017,11,Friday,15,Part One,AMERICAN LEGION HWY,42.29385183,-71.09373071,"(42.29385183, -71.09373071)"
I162067080,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4, ,,2016-08-19 05:31:00,2016,8,Friday,5,Part Three,,,,"(0.00000000, 0.00000000)"
I172040091,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,416,,2017-05-21 12:00:00,2017,5,Sunday,12,Part Two,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I182015841,3114,Investigate Property,INVESTIGATE PROPERTY,B2,288,,2018-03-01 08:10:00,2018,3,Thursday,8,Part Three,MALCOLM X BLVD,42.33056715,-71.08806813,"(42.33056715, -71.08806813)"
I162095794,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B2,257,,2016-11-23 00:52:00,2016,11,Wednesday,0,Part Three,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I182023026,3410,Towed,TOWED MOTOR VEHICLE,A7,11,,2018-03-28 10:07:00,2018,3,Wednesday,10,Part Three,WILLIAM F MCCLELLAN HWY,42.38777475,-71.01769231,"(42.38777475, -71.01769231)"
I182003523,801,Simple Assault,ASSAULT - SIMPLE,B2,911,,2018-01-13 23:00:00,2018,1,Saturday,23,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182012209,2647,Other,THREATS TO DO BODILY HARM,B3,417,,2018-02-15 17:09:00,2018,2,Thursday,17,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I162099075,617,Larceny,LARCENY THEFT FROM BUILDING,D14,773,,2016-12-02 07:00:00,2016,12,Friday,7,Part One,COMMONWEALTH AVE,42.33991974,-71.1587571,"(42.33991974, -71.15875710)"
I152096579,2660,Other,OTHER OFFENSE,A1,109,,2015-11-21 01:11:00,2015,11,Saturday,1,Part Two,FRANKLIN ST,42.35706352,-71.05308003,"(42.35706352, -71.05308003)"
I172002215,2647,Other,THREATS TO DO BODILY HARM,C6,936,,2017-01-06 14:40:00,2017,1,Friday,14,Part Two,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I152087067,617,Larceny,LARCENY THEFT FROM BUILDING,A1,92,,2015-10-08 14:14:00,2015,10,Thursday,14,Part One,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I162055438,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,512,,2016-07-12 14:04:00,2016,7,Tuesday,14,Part Three,WARREN AVE,42.25246653,-71.11683569,"(42.25246653, -71.11683569)"
I162014552,3125,Warrant Arrests,WARRANT ARREST,C6,936,,2016-02-22 09:00:00,2016,2,Monday,9,Part Three,B ST,42.339621,-71.05533044,"(42.33962100, -71.05533044)"
I162005315,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,D14,768,,2016-01-17 13:00:00,2016,1,Sunday,13,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)"
I182007254,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,448,Y,2018-01-28 01:23:00,2018,1,Sunday,1,Part One,MILLET ST,42.29368748,-71.07692422,"(42.29368748, -71.07692422)"
I162020309,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,639,,2016-03-14 20:00:00,2016,3,Monday,20,Part One,ROCKVIEW ST,42.31553561,-71.10945644,"(42.31553561, -71.10945644)"
I172037866,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,476,,2017-05-14 12:01:00,2017,5,Sunday,12,Part Three,REXFORD ST,42.26984836,-71.09532394,"(42.26984836, -71.09532394)"
I152063082,3201,Property Lost,PROPERTY - LOST,B2,297,,2015-07-30 03:00:00,2015,7,Thursday,3,Part Three,ROCKLAND AVE,42.32141482,-71.08406055,"(42.32141482, -71.08406055)"
I152107163,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,772,,2015-12-29 03:08:00,2015,12,Tuesday,3,Part One,CHESTNUT HILL AVE,42.34697615,-71.1535894,"(42.34697615, -71.15358940)"
I172099917,2403,Disorderly Conduct,DISTURBING THE PEACE,A1, ,,2017-12-01 21:40:00,2017,12,Friday,21,Part Two,ESSEX ST,,,"(0.00000000, 0.00000000)"
I182053256,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B2,321,,2018-07-06 21:37:00,2018,7,Friday,21,Part Two,WARREN ST,42.31250552,-71.08314735,"(42.31250552, -71.08314735)"
I162003662,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2016-01-14 10:10:00,2016,1,Thursday,10,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I162030240,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,726,,2016-04-19 08:55:00,2016,4,Tuesday,8,Part Three,SPRING ST,42.27757964,-71.16274799,"(42.27757964, -71.16274799)"
I162074350,2647,Other,THREATS TO DO BODILY HARM,B3,452,,2016-09-11 21:46:00,2016,9,Sunday,21,Part Two,WASHINGTON ST,42.29628785,-71.0722251,"(42.29628785, -71.07222510)"
I152054572,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,148,,2015-07-02 08:57:00,2015,7,Thursday,8,Part One,COLUMBUS AVE,42.34242808,-71.07952412,"(42.34242808, -71.07952412)"
I162059218,3125,Warrant Arrests,WARRANT ARREST,A1,116,,2016-07-25 08:10:00,2016,7,Monday,8,Part Three,HARRISON AVE,42.35195238,-71.06124486,"(42.35195238, -71.06124486)"
I172070683,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2017-08-26 17:04:00,2017,8,Saturday,17,Part Three,LANDOR RD,42.28319809,-71.09098657,"(42.28319809, -71.09098657)"
I162005845,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,235,,2016-01-22 10:08:00,2016,1,Friday,10,Part Two,MOSELEY ST,42.32086661,-71.05411113,"(42.32086661, -71.05411113)"
I172059471,3207,Property Found,PROPERTY - FOUND,C6,177,,2017-07-22 12:45:00,2017,7,Saturday,12,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I162076947,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,458,,2016-09-20 13:47:00,2016,9,Tuesday,13,Part Three,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I172090606,3410,Towed,TOWED MOTOR VEHICLE,C11,243,,2017-10-30 05:32:00,2017,10,Monday,5,Part Three,MORRILL ST,42.31633114,-71.06035002,"(42.31633114, -71.06035002)"
I172073032,3115,Investigate Person,INVESTIGATE PERSON,E13,307,,2017-09-03 11:52:00,2017,9,Sunday,11,Part Three,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
I172078501,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,289,,2017-09-21 07:45:00,2017,9,Thursday,7,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,"(42.33123776, -71.09140736)"
I182055475,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,523,,2018-07-14 15:48:00,2018,7,Saturday,15,Part Three,HYDE PARK AVE,42.24260011,-71.13035022,"(42.24260011, -71.13035022)"
I162073226,2629,Harassment,HARASSMENT,B3,422,,2016-09-08 15:36:00,2016,9,Thursday,15,Part Two,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I162049040,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,421,,2016-06-20 16:00:00,2016,6,Monday,16,Part Two,RICH ST,42.27586847,-71.08852892,"(42.27586847, -71.08852892)"
I182027570,3125,Warrant Arrests,WARRANT ARREST,E13,912,,2018-04-13 11:10:00,2018,4,Friday,11,Part Three,CENTRE ST,42.32290252,-71.10220402,"(42.32290252, -71.10220402)"
I162097026,613,Larceny,LARCENY SHOPLIFTING,D14,763,,2016-11-28 10:37:00,2016,11,Monday,10,Part One,WASHINGTON ST,42.34910076,-71.1561239,"(42.34910076, -71.15612390)"
I182056714,3207,Property Found,PROPERTY - FOUND,B2,288,,2018-07-19 01:06:00,2018,7,Thursday,1,Part Three,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I152094708,3111,License Violation,LICENSE PREMISE VIOLATION,A1,128,,2015-11-14 19:42:00,2015,11,Saturday,19,Part Three,COLUMBUS AVE,42.34944475,-71.07072461,"(42.34944475, -71.07072461)"
I172002012,3301,Verbal Disputes,VERBAL DISPUTE,D4,270,,2017-01-08 12:07:00,2017,1,Sunday,12,Part Three,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I162001582,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,465,,2016-01-06 18:31:00,2016,1,Wednesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162069833,3410,Towed,TOWED MOTOR VEHICLE,D4,598,,2016-08-28 07:22:00,2016,8,Sunday,7,Part Three,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I152056119,619,Larceny,LARCENY ALL OTHERS,A1,61,,2015-07-07 18:08:00,2015,7,Tuesday,18,Part One,CAUSEWAY ST,42.3653748,-71.06154162,"(42.36537480, -71.06154162)"
I172107629,3125,Warrant Arrests,WARRANT ARREST,A1,123,,2017-12-31 15:10:00,2017,12,Sunday,15,Part Three,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I172016448,2403,Disorderly Conduct,DISTURBING THE PEACE,C11,384,,2017-03-01 09:06:00,2017,3,Wednesday,9,Part Two,BELTON ST,42.28161505,-71.04946953,"(42.28161505, -71.04946953)"
I172067827,619,Larceny,LARCENY ALL OTHERS,C6,186,,2017-08-17 13:29:00,2017,8,Thursday,13,Part One,BOSTON ST,42.32593682,-71.05885279,"(42.32593682, -71.05885279)"
I172073656,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E5,691,,2017-09-05 19:36:00,2017,9,Tuesday,19,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I172049402,3130,Search Warrants,SEARCH WARRANT,A1,93,,2017-06-20 16:01:00,2017,6,Tuesday,16,Part Three,UNION ST,42.36068787,-71.05687293,"(42.36068787, -71.05687293)"
I182045985,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,365,,2018-06-12 16:00:00,2018,6,Tuesday,16,Part Three,SAINT MARKS RD,42.29144845,-71.06171936,"(42.29144845, -71.06171936)"
I162010267,3115,Investigate Person,INVESTIGATE PERSON,B3,409,,2016-02-07 11:26:00,2016,2,Sunday,11,Part Three,CEDAR ST,42.27237694,-71.07524224,"(42.27237694, -71.07524224)"
I172045522,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,134,,2017-06-08 15:14:00,2017,6,Thursday,15,Part One,DARTMOUTH ST,42.35029374,-71.07744671,"(42.35029374, -71.07744671)"
I182040308,3115,Investigate Person,INVESTIGATE PERSON,B2,295,,2018-05-26 08:00:00,2018,5,Saturday,8,Part Three,REGENT ST,42.32591891,-71.08366216,"(42.32591891, -71.08366216)"
I162045765,3410,Towed,TOWED MOTOR VEHICLE,D4,284,,2016-06-10 10:20:00,2016,6,Friday,10,Part Three,COLUMBUS AVE,42.3372465,-71.0864465,"(42.33724650, -71.08644650)"
I172054242,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2017-07-05 16:15:00,2017,7,Wednesday,16,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I172079695,3007,Medical Assistance,SUDDEN DEATH,A1,63,,2017-09-24 19:04:00,2017,9,Sunday,19,Part Three,LONGFELLOW PL,42.3635655,-71.06449385,"(42.36356550, -71.06449385)"
I182068465,619,Larceny,LARCENY ALL OTHERS,E5,691,,2018-08-24 10:00:00,2018,8,Friday,10,Part One,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182012165,619,Larceny,LARCENY ALL OTHERS,A7,20,,2018-02-15 14:57:00,2018,2,Thursday,14,Part One,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I162018510,3111,License Violation,LICENSE PREMISE VIOLATION,D4,143,,2016-03-09 13:38:00,2016,3,Wednesday,13,Part Three,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I172090850,3125,Warrant Arrests,WARRANT ARREST,D4,142,,2017-10-30 19:12:00,2017,10,Monday,19,Part Three,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I172037459,3115,Investigate Person,INVESTIGATE PERSON,E18,529,,2017-05-12 20:41:00,2017,5,Friday,20,Part Three,DANNY RD,42.24133823,-71.13894909,"(42.24133823, -71.13894909)"
I162078021,3111,License Violation,LICENSE PREMISE VIOLATION,D4,129,,2016-09-23 20:32:00,2016,9,Friday,20,Part Three,SAINT JAMES AVE,42.35074192,-71.07146111,"(42.35074192, -71.07146111)"
I162042899,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,,2016-06-01 00:50:00,2016,6,Wednesday,0,Part Three,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
I172045162,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,352,,2017-06-07 12:09:00,2017,6,Wednesday,12,Part Two,GENEVA AVE,42.30046668,-71.06647544,"(42.30046668, -71.06647544)"
I162070412,3301,Verbal Disputes,VERBAL DISPUTE,B2,185,,2016-08-30 02:15:00,2016,8,Tuesday,2,Part Three,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182040999,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,117,,2018-05-28 19:03:00,2018,5,Monday,19,Part Two,BOYLSTON ST,42.3523414,-71.06296987,"(42.35234140, -71.06296987)"
I182066487,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,436,,2018-08-10 00:00:00,2018,8,Friday,0,Part Two,WITHINGTON ST,42.28784229,-71.07263066,"(42.28784229, -71.07263066)"
I182024191,3114,Investigate Property,INVESTIGATE PROPERTY,E13,912,,2018-04-01 13:55:00,2018,4,Sunday,13,Part Three,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
