INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I152070555,3115,Investigate Person,INVESTIGATE PERSON,A7,25,,2015-08-25T18:32:00.000-04:00,2015,8,Tuesday,18,Part Three,W EAGLE ST,42.38135785,-71.03768163,0,42.38135785,-71.03768163,0,0,Evening,0,1,Summer,3,2,Other,0,10.0,1.0,0.0,0.0,0.0
I162003915,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,586,,2016-01-15T08:18:00.000-05:00,2016,1,Friday,8,Part Two,NEW HEATH ST,42.326372,-71.09971,0,42.326372,-71.09971,0,0,Morning,0,2,Winter,1,5,Other,0,0.0,3.0,3.0,0.0,1.0
I172048930,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D14,803,,2017-06-19T03:57:00.000-04:00,2017,6,Monday,3,Part One,BRAINTREE ST,42.35631415,-71.13567792,0,42.35631415,-71.13567792,0,0,Night,0,3,Summer,2,1,Property,1,8.0,0.0,0.0,1.0,2.0
I182012177,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,780,,2018-02-15T15:40:00.000-05:00,2018,2,Thursday,15,Part Two,MARKET ST,42.35580706,-71.14932167,0,42.35580706,-71.14932167,0,0,Afternoon,0,2,Winter,1,4,Violent,0,8.0,2.0,3.0,3.0,1.0
I162025639,617,Larceny,LARCENY THEFT FROM BUILDING,D4,628,,2016-04-02T20:51:00.000-04:00,2016,4,Saturday,20,Part One,BROOKLINE AVE,42.34698823,-71.09874531,0,42.34698823,-71.09874531,0,0,Evening,1,3,Spring,2,6,Property,0,3.0,1.0,1.0,1.0,2.0
I182060406,724,Auto Theft,AUTO THEFT,C6,219,,2018-07-30T10:00:00.000-04:00,2018,7,Monday,10,Part One,TELEGRAPH ST,42.33294507,-71.04863673,0,42.33294507,-71.04863673,0,0,Morning,0,3,Summer,3,1,Property,0,5.0,3.0,0.0,1.0,2.0
I182008784,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,D4,594,,2018-02-01T21:05:00.000-05:00,2018,2,Thursday,21,Part Two,SAINT BOTOLPH ST,42.3414751,-71.08495034,0,42.3414751,-71.08495034,0,0,Night,0,2,Winter,1,4,Other,0,3.0,0.0,3.0,0.0,1.0
I172078501,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,289,,2017-09-21T07:45:00.000-04:00,2017,9,Thursday,7,Part Two,MALCOLM X BLVD,42.33123776,-71.09140736,0,42.33123776,-71.09140736,0,0,Morning,0,2,Fall,3,4,Other,0,0.0,3.0,2.0,0.0,1.0
I162053758,617,Larceny,LARCENY THEFT FROM BUILDING,C6,913,,2016-06-30T17:20:00.000-04:00,2016,6,Thursday,17,Part One,BEACH POINT PL,42.31887581,-71.03999474,0,42.31887581,-71.03999474,0,0,Evening,0,3,Summer,2,4,Property,0,5.0,1.0,0.0,1.0,2.0
I182018576,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,356,,2018-03-11T16:53:00.000-04:00,2018,3,Sunday,16,Part Three,GENEVA AVE,42.29848866,-71.06313294,0,42.29848866,-71.06313294,0,0,Afternoon,1,1,Spring,1,7,Other,0,1.0,2.0,1.0,0.0,0.0
I172005202,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,130,,2017-01-18T18:45:00.000-05:00,2017,1,Wednesday,18,Part Three,BOYLSTON ST,42.34980175,-71.07840978,0,42.34980175,-71.07840978,0,0,Evening,0,1,Winter,1,3,Traffic,0,3.0,1.0,3.0,2.0,0.0
I172085671,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,"",,2017-10-13T22:33:00.000-04:00,2017,10,Friday,22,Part Three,CAMBRIDGE ST,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Fall,4,5,Traffic,1,8.0,0.0,2.0,2.0,0.0
I152090266,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,268,,2015-10-31T11:58:00.000-04:00,2015,10,Saturday,11,Part Three,EUSTIS ST,42.32854498,-71.07726702,0,42.32854498,-71.07726702,0,0,Morning,1,1,Fall,4,6,Traffic,0,0.0,3.0,2.0,2.0,0.0
I152070393,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,310,,2015-08-25T11:00:00.000-04:00,2015,8,Tuesday,11,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Morning,0,2,Summer,3,2,Other,0,0.0,3.0,0.0,0.0,1.0
I152077217,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,426,,2015-09-17T01:25:00.000-04:00,2015,9,Thursday,1,Part Three,BLUE HILL AVE,42.267716,-71.093708,0,42.267716,-71.093708,0,0,Night,0,1,Fall,3,4,Traffic,1,2.0,0.0,2.0,2.0,0.0
I152054572,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,148,,2015-07-02T08:57:00.000-04:00,2015,7,Thursday,8,Part One,COLUMBUS AVE,42.34242808,-71.07952412,0,42.34242808,-71.07952412,0,0,Morning,0,3,Summer,3,4,Property,0,3.0,3.0,0.0,1.0,2.0
I162038718,3115,Investigate Person,INVESTIGATE PERSON,C11,362,,2016-05-18T09:49:00.000-04:00,2016,5,Wednesday,9,Part Three,KENWOOD ST,42.29191251,-71.07049431,0,42.29191251,-71.07049431,0,0,Morning,0,1,Spring,2,3,Other,0,1.0,3.0,1.0,0.0,0.0
I182036280,3301,Verbal Disputes,VERBAL DISPUTE,C11,334,,2018-05-13T09:19:00.000-04:00,2018,5,Sunday,9,Part Three,HOWE ST,42.31136188,-71.0644231,0,42.31136188,-71.0644231,0,0,Morning,1,1,Spring,2,7,Other,0,1.0,3.0,1.0,0.0,0.0
I172042347,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,618,,2017-05-28T20:00:00.000-04:00,2017,5,Sunday,20,Part Two,HUNTINGTON AVE,42.34091586,-71.08771531,0,42.34091586,-71.08771531,0,0,Evening,1,2,Spring,2,7,Violent,0,3.0,1.0,1.0,3.0,1.0
I172061654,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,342,,2017-07-29T13:54:00.000-04:00,2017,7,Saturday,13,Part One,HOMES AVE,42.30288397,-71.06918798,0,42.30288397,-71.06918798,0,0,Afternoon,1,3,Summer,3,6,Property,0,1.0,2.0,0.0,1.0,2.0
I182053049,2647,Other,THREATS TO DO BODILY HARM,D4,168,,2018-07-05T16:00:00.000-04:00,2018,7,Thursday,16,Part Two,WASHINGTON ST,42.33816387,-71.07461217,0,42.33816387,-71.07461217,0,0,Afternoon,0,2,Summer,3,4,Other,0,3.0,2.0,0.0,0.0,1.0
I162102376,3125,Warrant Arrests,WARRANT ARREST,A7,17,,2016-12-16T10:44:00.000-05:00,2016,12,Friday,10,Part Three,PRINCETON ST,42.38043397,-71.02817842,0,42.38043397,-71.02817842,0,0,Morning,0,1,Winter,4,5,Other,0,10.0,3.0,3.0,0.0,0.0
I152095169,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,D4,"",,2015-11-16T14:11:12.000-05:00,2015,11,Monday,14,Part Two,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,2,Fall,4,1,Drug,0,3.0,2.0,2.0,4.0,1.0
I152089826,3301,Verbal Disputes,VERBAL DISPUTE,C11,336,,2015-10-29T20:26:00.000-04:00,2015,10,Thursday,20,Part Three,HAMILTON ST,42.30816879,-71.06964861,0,42.30816879,-71.06964861,0,0,Evening,0,1,Fall,4,4,Other,0,1.0,1.0,2.0,0.0,0.0
I162057998,3114,Investigate Property,INVESTIGATE PROPERTY,B2,325,,2016-07-21T01:12:00.000-04:00,2016,7,Thursday,1,Part Three,HUMPHREYS PL,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Summer,3,4,Other,1,0.0,0.0,0.0,0.0,0.0
I182032395,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,281,,2018-04-30T16:49:00.000-04:00,2018,4,Monday,16,Part Three,GREENVILLE ST,42.32696802,-71.08051941,0,42.32696802,-71.08051941,0,0,Afternoon,0,1,Spring,2,1,Other,0,0.0,2.0,1.0,0.0,0.0
I172002215,2647,Other,THREATS TO DO BODILY HARM,C6,936,,2017-01-06T14:40:00.000-05:00,2017,1,Friday,14,Part Two,D ST,42.33794261,-71.05184093,0,42.33794261,-71.05184093,0,0,Afternoon,0,2,Winter,1,5,Other,0,5.0,2.0,3.0,0.0,1.0
I162003662,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2016-01-14T10:10:00.000-05:00,2016,1,Thursday,10,Part One,NEWBURY ST,42.34840576,-71.08688339,0,42.34840576,-71.08688339,0,0,Morning,0,3,Winter,1,4,Property,0,3.0,3.0,3.0,1.0,2.0
I182046307,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,723,,2018-06-14T15:23:00.000-04:00,2018,6,Thursday,15,Part Three,GOULD ST,42.27126158,-71.16762399,0,42.27126158,-71.16762399,0,0,Afternoon,0,1,Summer,2,4,Other,0,9.0,2.0,0.0,0.0,0.0
I162015431,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,"",,2016-02-27T05:56:00.000-05:00,2016,2,Saturday,5,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,1,1,Winter,1,6,Traffic,0,7.0,0.0,3.0,2.0,0.0
I162042886,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,105,,2016-05-31T21:30:00.000-04:00,2016,5,Tuesday,21,Part Two,FRUIT ST,42.36240281,-71.06954652,0,42.36240281,-71.06954652,0,0,Night,0,2,Spring,2,2,Violent,0,4.0,0.0,1.0,3.0,1.0
I162014745,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2016-02-24T20:46:00.000-05:00,2016,2,Wednesday,20,Part Three,PATTERSON WAY,42.33042505,-71.05237796,0,42.33042505,-71.05237796,0,0,Evening,0,1,Winter,1,3,Other,0,5.0,1.0,3.0,0.0,0.0
I152058031,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,254,,2015-07-14T00:46:00.000-04:00,2015,7,Tuesday,0,Part Two,DORCHESTER AVE,42.30854728,-71.05821219,0,42.30854728,-71.05821219,0,0,Night,0,2,Summer,3,2,Other,1,1.0,0.0,0.0,0.0,1.0
I182016771,3115,Investigate Person,INVESTIGATE PERSON,C11,389,,2018-03-04T19:14:00.000-05:00,2018,3,Sunday,19,Part Three,GRANITE AVE,42.28221207,-71.05556154,0,42.28221207,-71.05556154,0,0,Evening,1,1,Spring,1,7,Other,0,1.0,1.0,1.0,0.0,0.0
I172043403,2647,Other,THREATS TO DO BODILY HARM,C6,914,,2017-06-01T14:33:00.000-04:00,2017,6,Thursday,14,Part Two,OLD COLONY AVE,42.32335251,-71.05241954,0,42.32335251,-71.05241954,0,0,Afternoon,0,2,Summer,2,4,Other,0,5.0,2.0,0.0,0.0,1.0
I182000884,3001,Medical Assistance,DEATH INVESTIGATION,D4,905,,2018-01-04T10:16:00.000-05:00,2018,1,Thursday,10,Part Three,HARRISON AVE,42.33555954,-71.07436364,0,42.33555954,-71.07436364,0,0,Morning,0,1,Winter,1,4,Other,0,3.0,3.0,3.0,0.0,0.0
I162047573,3205,License Plate Related Incidents,M/V PLATES - LOST,E18,485,,2016-06-16T02:05:00.000-04:00,2016,6,Thursday,2,Part Three,ALPINE ST,42.26461393,-71.10173362,0,42.26461393,-71.10173362,0,0,Night,0,1,Summer,2,4,Other,1,7.0,0.0,0.0,0.0,0.0
I172008518,617,Larceny,LARCENY THEFT FROM BUILDING,E18,784,,2017-01-31T17:32:00.000-05:00,2017,1,Tuesday,17,Part One,WARREN ST,42.34988575,-71.14522971,0,42.34988575,-71.14522971,0,0,Evening,0,3,Winter,1,2,Property,0,7.0,1.0,3.0,1.0,2.0
I162030240,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,726,,2016-04-19T08:55:00.000-04:00,2016,4,Tuesday,8,Part Three,SPRING ST,42.27757964,-71.16274799,0,42.27757964,-71.16274799,0,0,Morning,0,1,Spring,2,2,Other,0,9.0,3.0,1.0,0.0,0.0
I182028605,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,267,,2018-04-17T10:50:00.000-04:00,2018,4,Tuesday,10,Other,FOREST ST,42.32681883,-71.07779112,0,42.32681883,-71.07779112,0,0,Morning,0,0,Spring,2,2,Property,0,0.0,3.0,1.0,1.0,3.0
I172045251,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,E13,"",,2017-06-07T17:21:00.000-04:00,2017,6,Wednesday,17,Part Three,UNKNOWN,42.32610989,-71.10461123,0,42.32610989,-71.10461123,0,0,Evening,0,1,Summer,2,3,Traffic,0,6.0,1.0,0.0,2.0,0.0
I162078457,3115,Investigate Person,INVESTIGATE PERSON,D4,594,,2016-09-25T09:29:00.000-04:00,2016,9,Sunday,9,Part Three,MASSACHUSETTS AVE,42.34186952,-71.0837219,0,42.34186952,-71.0837219,0,0,Morning,1,1,Fall,3,7,Other,0,3.0,3.0,2.0,0.0,0.0
I162080257,2647,Other,THREATS TO DO BODILY HARM,C11,339,,2016-10-01T01:28:00.000-04:00,2016,10,Saturday,1,Part Two,CHURCH ST,42.30811624,-71.05961129,0,42.30811624,-71.05961129,0,0,Night,1,2,Fall,4,6,Other,1,1.0,0.0,2.0,0.0,1.0
I172098993,1402,Vandalism,VANDALISM,C11,357,,2017-11-28T22:49:00.000-05:00,2017,11,Tuesday,22,Part Two,WESTVILLE ST,42.30010597,-71.0710271,0,42.30010597,-71.0710271,0,0,Night,0,2,Fall,4,2,Property,1,1.0,0.0,2.0,1.0,1.0
I172051061,619,Larceny,LARCENY ALL OTHERS,D14,804,,2017-06-25T17:03:00.000-04:00,2017,6,Sunday,17,Part One,HICHBORN ST,42.35558007,-71.14378251,0,42.35558007,-71.14378251,0,0,Evening,1,3,Summer,2,7,Property,0,8.0,1.0,0.0,1.0,2.0
I172054242,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2017-07-05T16:15:00.000-04:00,2017,7,Wednesday,16,Part One,ALLSTATE RD,42.32696647,-71.06198607,0,42.32696647,-71.06198607,0,0,Afternoon,0,3,Summer,3,3,Property,0,5.0,2.0,0.0,1.0,2.0
I182045532,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,199,,2018-06-11T11:00:00.000-04:00,2018,6,Monday,11,Part Three,B ST,42.34009911,-71.05476254,0,42.34009911,-71.05476254,0,0,Morning,0,1,Summer,2,1,Traffic,0,5.0,3.0,0.0,2.0,0.0
I162031906,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,445,,2016-04-24T20:17:00.000-04:00,2016,4,Sunday,20,Part One,GREENWOOD ST,42.30007731,-71.07990164,0,42.30007731,-71.07990164,0,0,Evening,1,3,Spring,2,7,Violent,0,2.0,1.0,1.0,3.0,2.0
I172039865,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,171,,2017-05-20T15:33:00.000-04:00,2017,5,Saturday,15,Part Two,ALBANY ST,42.33428841,-71.07239518,0,42.33428841,-71.07239518,0,0,Afternoon,1,2,Spring,2,6,Other,0,3.0,2.0,1.0,0.0,1.0
I152063090,3111,License Violation,LICENSE PREMISE VIOLATION,E13,608,,2015-07-30T23:50:00.000-04:00,2015,7,Thursday,23,Part Three,S HUNTINGTON AVE,42.33136931,-71.11185116,0,42.33136931,-71.11185116,0,0,Night,0,1,Summer,3,4,Other,1,6.0,0.0,0.0,0.0,0.0
I172075484,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,416,,2017-09-11T16:28:00.000-04:00,2017,9,Monday,16,Part Three,WILMINGTON AVE,42.2799304,-71.0741148,0,42.2799304,-71.0741148,0,0,Afternoon,0,1,Fall,3,1,Other,0,2.0,2.0,2.0,0.0,0.0
I182059648,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,,2018-07-29T12:15:00.000-04:00,2018,7,Sunday,12,Part Two,OLNEY ST,42.30512773,-71.07370747,0,42.30512773,-71.07370747,0,0,Afternoon,1,2,Summer,3,7,Violent,0,1.0,2.0,0.0,3.0,1.0
I162044658,3114,Investigate Property,INVESTIGATE PROPERTY,C11,250,,2016-06-06T21:03:00.000-04:00,2016,6,Monday,21,Part Three,SAVIN HILL AVE,42.31219746,-71.05204833,0,42.31219746,-71.05204833,0,0,Night,0,1,Summer,2,1,Other,0,1.0,0.0,0.0,0.0,0.0
I162034790,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-05-05T07:00:00.000-04:00,2016,5,Thursday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,0,42.35272948,-71.06256291,0,0,Morning,0,3,Spring,2,4,Property,0,4.0,3.0,1.0,1.0,2.0
I162088381,3114,Investigate Property,INVESTIGATE PROPERTY,D14,794,,2016-10-28T18:05:00.000-04:00,2016,10,Friday,18,Part Three,PRICE RD,42.34980866,-71.13513832,0,42.34980866,-71.13513832,0,0,Evening,0,1,Fall,4,5,Other,0,8.0,1.0,2.0,0.0,0.0
I182002195,617,Larceny,LARCENY THEFT FROM BUILDING,A1,125,,2018-01-09T15:15:00.000-05:00,2018,1,Tuesday,15,Part One,STUART ST,42.35064439,-71.06811584,0,42.35064439,-71.06811584,0,0,Afternoon,0,3,Winter,1,2,Property,0,4.0,2.0,3.0,1.0,2.0
I182016670,1402,Vandalism,VANDALISM,A1,73,,2018-03-01T20:00:00.000-05:00,2018,3,Thursday,20,Part Two,CENTER PLZ,42.35988372,-71.06016189,0,42.35988372,-71.06016189,0,0,Evening,0,2,Spring,1,4,Property,0,4.0,1.0,1.0,1.0,1.0
I162065463,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2016-08-14T11:32:00.000-04:00,2016,8,Sunday,11,Part Three,PATTERSON WAY,42.33042505,-71.05237796,0,42.33042505,-71.05237796,0,0,Morning,1,1,Summer,3,7,Other,0,5.0,3.0,0.0,0.0,0.0
I172001666,2647,Other,THREATS TO DO BODILY HARM,C11,337,,2017-01-06T21:00:00.000-05:00,2017,1,Friday,21,Part Two,DEVON ST,42.30724276,-71.07558677,0,42.30724276,-71.07558677,0,0,Night,0,2,Winter,1,5,Other,0,1.0,0.0,3.0,0.0,1.0
I172038753,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,"",,2017-05-17T10:00:00.000-04:00,2017,5,Wednesday,10,Part One,ALBANY ST,,,0,42.18246397604247,-70.85870749757449,1,1,Morning,0,3,Spring,2,3,Violent,0,3.0,3.0,1.0,3.0,2.0
I162032387,3201,Property Lost,PROPERTY - LOST,A1,122,,2016-04-24T20:00:00.000-04:00,2016,4,Sunday,20,Part Three,TREMONT ST,42.35079907,-71.06500775,0,42.35079907,-71.06500775,0,0,Evening,1,1,Spring,2,7,Other,0,4.0,1.0,1.0,0.0,0.0
I162001582,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,B3,465,,2016-01-06T18:31:00.000-05:00,2016,1,Wednesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,0,42.28482577,-71.09137369,0,0,Evening,0,2,Winter,1,3,Drug,0,2.0,1.0,3.0,4.0,1.0
I162027802,613,Larceny,LARCENY SHOPLIFTING,D4,137,,2016-04-10T17:52:00.000-04:00,2016,4,Sunday,17,Part One,NEWBURY ST,42.35059717,-71.07881031,0,42.35059717,-71.07881031,0,0,Evening,1,3,Spring,2,7,Property,0,3.0,1.0,1.0,1.0,2.0
I172002217,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,562,,2017-01-09T11:10:00.000-05:00,2017,1,Monday,11,Part Three,CUMMINS HWY,42.28621569,-71.1277758,0,42.28621569,-71.1277758,0,0,Morning,0,1,Winter,1,1,Traffic,0,9.0,3.0,3.0,2.0,0.0
I182001756,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,"",,2018-01-08T08:00:00.000-05:00,2018,1,Monday,8,Part Two,CHARLES ST,42.36251648,-71.0706685,0,42.36251648,-71.0706685,0,0,Morning,0,2,Winter,1,1,Violent,0,4.0,3.0,3.0,3.0,1.0
I172071907,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,508,,2017-08-29T22:00:00.000-04:00,2017,8,Tuesday,22,Part One,WACHUSETT ST,42.29438065,-71.11573641,0,42.29438065,-71.11573641,0,0,Night,0,3,Summer,3,2,Property,1,6.0,0.0,0.0,1.0,2.0
I152100107,3201,Property Lost,PROPERTY - LOST,B3,469,,2015-12-04T11:49:00.000-05:00,2015,12,Friday,11,Part Three,MULVEY ST,42.27924052,-71.09667382,0,42.27924052,-71.09667382,0,0,Morning,0,1,Winter,4,5,Other,0,2.0,3.0,3.0,0.0,0.0
I162069833,3410,Towed,TOWED MOTOR VEHICLE,D4,598,,2016-08-28T07:22:00.000-04:00,2016,8,Sunday,7,Part Three,MASSACHUSETTS AVE,42.34676463,-71.08747789,0,42.34676463,-71.08747789,0,0,Morning,1,1,Summer,3,7,Other,0,3.0,3.0,0.0,0.0,0.0
I182052185,3114,Investigate Property,INVESTIGATE PROPERTY,D4,131,,2018-07-03T13:12:00.000-04:00,2018,7,Tuesday,13,Part Three,BEACON ST,42.35505244,-71.07390742,0,42.35505244,-71.07390742,0,0,Afternoon,0,1,Summer,3,2,Other,0,3.0,2.0,0.0,0.0,0.0
I182001573,2102,Operating Under the Influence,OPERATING UNDER THE INFLUENCE DRUGS,D4,156,,2018-01-07T11:09:00.000-05:00,2018,1,Sunday,11,Part Two,MASSACHUSETTS AVE,42.33903373,-71.07997273,0,42.33903373,-71.07997273,0,0,Morning,1,2,Winter,1,7,Other,0,3.0,3.0,3.0,0.0,1.0
I182033464,801,Simple Assault,ASSAULT - SIMPLE,A1,"",,2018-05-03T23:00:00.000-04:00,2018,5,Thursday,23,Part Two,UNKNOWN,42.36483322,-71.06231414,0,42.36483322,-71.06231414,0,0,Night,0,2,Spring,2,4,Violent,1,4.0,0.0,1.0,3.0,1.0
I182069575,2905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,349,,2018-08-30T09:31:00.000-04:00,2018,8,Thursday,9,Part Two,DORCHESTER AVE,42.30254239,-71.0595669,0,42.30254239,-71.0595669,0,0,Morning,0,2,Summer,3,4,Other,0,1.0,3.0,0.0,0.0,1.0
I162082291,3114,Investigate Property,INVESTIGATE PROPERTY,B3,445,,2016-10-07T21:59:00.000-04:00,2016,10,Friday,21,Part Three,GREENWOOD ST,42.29716347,-71.07954018,0,42.29716347,-71.07954018,0,0,Night,0,1,Fall,4,5,Other,0,2.0,0.0,2.0,0.0,0.0
I162020048,3301,Verbal Disputes,VERBAL DISPUTE,E13,906,,2016-03-14T18:54:00.000-04:00,2016,3,Monday,18,Part Three,WALDEN ST,42.32561013,-71.10449956,0,42.32561013,-71.10449956,0,0,Evening,0,1,Spring,1,1,Other,0,6.0,1.0,1.0,0.0,0.0
I172025733,3115,Investigate Person,INVESTIGATE PERSON,C11,372,,2017-03-19T18:00:00.000-04:00,2017,3,Sunday,18,Part Three,WALNUT ST,42.28791697,-71.04001774,0,42.28791697,-71.04001774,0,0,Evening,1,1,Spring,1,7,Other,0,1.0,1.0,1.0,0.0,0.0
I172010062,3205,License Plate Related Incidents,M/V PLATES - LOST,E18,492,,2017-01-31T17:55:00.000-05:00,2017,1,Tuesday,17,Part Three,HUNTINGTON AVE,42.26560754,-71.11608448,0,42.26560754,-71.11608448,0,0,Evening,0,1,Winter,1,2,Other,0,7.0,1.0,3.0,0.0,0.0
I172073032,3115,Investigate Person,INVESTIGATE PERSON,E13,307,,2017-09-03T11:52:00.000-04:00,2017,9,Sunday,11,Part Three,WALNUT PARK,42.31591905,-71.09691295,0,42.31591905,-71.09691295,0,0,Morning,1,1,Fall,3,7,Other,0,6.0,3.0,2.0,0.0,0.0
I182043685,2647,Other,THREATS TO DO BODILY HARM,C11,402,,2018-06-06T12:29:00.000-04:00,2018,6,Wednesday,12,Part Two,DORCHESTER AVE,42.28526024,-71.06444063,0,42.28526024,-71.06444063,0,0,Afternoon,0,2,Summer,2,3,Other,0,1.0,2.0,0.0,0.0,1.0
I152096579,2660,Other,OTHER OFFENSE,A1,109,,2015-11-21T01:11:00.000-05:00,2015,11,Saturday,1,Part Two,FRANKLIN ST,42.35706352,-71.05308003,0,42.35706352,-71.05308003,0,0,Night,1,2,Fall,4,6,Other,1,4.0,0.0,2.0,0.0,1.0
I162099996,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,319,,2016-12-08T02:38:00.000-05:00,2016,12,Thursday,2,Part Two,BLUE HILL AVE,42.30557347,-71.08471265,0,42.30557347,-71.08471265,0,0,Night,0,2,Winter,4,4,Other,1,0.0,0.0,3.0,0.0,1.0
I172008474,423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,68,,2017-01-30T19:05:00.000-05:00,2017,1,Monday,19,Part One,BOWDOIN ST,42.36038173,-71.06285769,0,42.36038173,-71.06285769,0,0,Evening,0,3,Winter,1,1,Violent,0,4.0,1.0,3.0,3.0,2.0
I172090274,3201,Property Lost,PROPERTY - LOST,C6,"",,2017-10-28T21:18:00.000-04:00,2017,10,Saturday,21,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,1,1,Fall,4,6,Other,0,5.0,0.0,2.0,0.0,0.0
I172083555,2403,Disorderly Conduct,DISTURBING THE PEACE,B2,605,,2017-10-07T01:01:00.000-04:00,2017,10,Saturday,1,Part Two,STOCKWELL ST,42.33203421,-71.10688839,0,42.33203421,-71.10688839,0,0,Night,1,2,Fall,4,6,Other,1,0.0,0.0,2.0,0.0,1.0
I152096996,1874,Drug Violation,DRUGS - OTHER,A1,117,,2015-11-22T17:45:00.000-05:00,2015,11,Sunday,17,Part Two,BOYLSTON ST,42.3523414,-71.06296987,0,42.3523414,-71.06296987,0,0,Evening,1,2,Fall,4,7,Drug,0,4.0,1.0,2.0,4.0,1.0
I182032558,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,179,,2018-05-01T08:52:00.000-04:00,2018,5,Tuesday,8,Part Three,GERARD ST,42.33062755,-71.07210653,0,42.33062755,-71.07210653,0,0,Morning,0,1,Spring,2,2,Traffic,0,0.0,3.0,1.0,2.0,0.0
I182044338,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,577,,2018-06-08T11:47:00.000-04:00,2018,6,Friday,11,Part Three,SCHOOL ST,42.31712353,-71.10144222,0,42.31712353,-71.10144222,0,0,Morning,0,1,Summer,2,5,Other,0,6.0,3.0,0.0,0.0,0.0
