INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I162008807,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E18,540,,2016-02-02T08:17:00.000-05:00,2016,2,Tuesday,8,Part Two,RIVER ST,42.25050448,-71.13090444,0,42.25050448,-71.13090444,0,0,Morning,0,2,Winter,1,2,Other,0,7.0,3.0,3.0,0.0,1.0
I182022506,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,C11,355,,2018-03-26T13:30:00.000-04:00,2018,3,Monday,13,Part Two,DORCHESTER AVE,42.29721224,-71.06104499,0,42.29721224,-71.06104499,0,0,Afternoon,0,2,Spring,1,1,Other,0,1.0,2.0,1.0,0.0,1.0
I172027566,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,611,,2017-04-09T11:19:00.000-04:00,2017,4,Sunday,11,Part Two,NEW WHITNEY ST,42.3347809,-71.1094777,0,42.3347809,-71.1094777,0,0,Morning,1,2,Spring,2,7,Violent,0,0.0,3.0,1.0,3.0,1.0
I152071548,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,E18,518,,2015-08-28T22:34:00.000-04:00,2015,8,Friday,22,Part Three,GARFIELD AVE,42.2471031,-71.12162577,0,42.2471031,-71.12162577,0,0,Night,0,1,Summer,3,5,Traffic,1,7.0,0.0,0.0,2.0,0.0
I172092475,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2017-11-05T01:09:00.000-05:00,2017,11,Sunday,1,Part Three,ALLSTON ST,42.35127685,-71.13587892,0,42.35127685,-71.13587892,0,0,Night,1,1,Fall,4,7,Other,1,8.0,0.0,2.0,0.0,0.0
I182012392,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,,2018-02-16T12:12:00.000-05:00,2018,2,Friday,12,Part Two,WASHINGTON ST,42.32925905,-71.08482402,0,42.32925905,-71.08482402,0,0,Afternoon,0,2,Winter,1,5,Other,0,0.0,2.0,3.0,0.0,1.0
I172103194,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2017-12-13T15:41:00.000-05:00,2017,12,Wednesday,15,Part One,BOYLSTON ST,42.34862382,-71.08277637,0,42.34862382,-71.08277637,0,0,Afternoon,0,3,Winter,4,3,Property,0,3.0,2.0,3.0,1.0,2.0
I162082506,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-10-08T14:00:00.000-04:00,2016,10,Saturday,14,Part One,BOYLSTON ST,42.34862382,-71.08277637,0,42.34862382,-71.08277637,0,0,Afternoon,1,3,Fall,4,6,Property,0,3.0,2.0,2.0,1.0,2.0
I172041971,1402,Vandalism,VANDALISM,UNKNOWN,"",,2017-01-17T13:00:00.000-05:00,2017,1,Tuesday,13,Part Two,PUBLIC ALLEY NO. 420,42.35411213,-71.07568185,0,42.35411213,-71.07568185,0,0,Afternoon,0,2,Winter,1,2,Property,0,12.0,2.0,3.0,1.0,1.0
I172027493,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,639,,2017-04-09T00:30:00.000-04:00,2017,4,Sunday,0,Part Two,ROBINWOOD AVE,42.31624019,-71.11267011,0,42.31624019,-71.11267011,0,0,Night,1,2,Spring,2,7,Violent,1,6.0,0.0,1.0,3.0,1.0
I182060536,619,Larceny,LARCENY ALL OTHERS,C6,215,,2018-07-31T16:37:00.000-04:00,2018,7,Tuesday,16,Part One,E ST,42.33539376,-71.05212586,0,42.33539376,-71.05212586,0,0,Afternoon,0,3,Summer,3,2,Property,0,5.0,2.0,0.0,1.0,2.0
I152056738,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC.",B3,444,,2015-07-09T18:17:00.000-04:00,2015,7,Thursday,18,Part Two,AMERICAN LEGION HWY,42.29817919,-71.08692159,0,42.29817919,-71.08692159,0,0,Evening,0,2,Summer,3,4,Drug,0,2.0,1.0,0.0,4.0,1.0
I182045985,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,365,,2018-06-12T16:00:00.000-04:00,2018,6,Tuesday,16,Part Three,SAINT MARKS RD,42.29144845,-71.06171936,0,42.29144845,-71.06171936,0,0,Afternoon,0,1,Summer,2,2,Traffic,0,1.0,2.0,0.0,2.0,0.0
I162070511,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,434,,2016-08-29T12:00:00.000-04:00,2016,8,Monday,12,Part Three,CAPEN ST,42.28387658,-71.08099354,0,42.28387658,-71.08099354,0,0,Afternoon,0,1,Summer,3,1,Other,0,2.0,2.0,0.0,0.0,0.0
I162073140,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,95,,2016-07-02T11:36:00.000-04:00,2016,7,Saturday,11,Part One,ATLANTIC AVE,42.35746445,-71.05098164,0,42.35746445,-71.05098164,0,0,Morning,1,3,Summer,3,6,Property,0,4.0,3.0,0.0,1.0,2.0
I182059748,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,2018-07-28T23:20:00.000-04:00,2018,7,Saturday,23,Part One,COMMONWEALTH AVE,42.3492468,-71.08956259,0,42.3492468,-71.08956259,0,0,Night,1,3,Summer,3,6,Property,1,3.0,0.0,0.0,1.0,2.0
I172063732,3114,Investigate Property,INVESTIGATE PROPERTY,B3,465,,2017-08-04T17:39:41.000-04:00,2017,8,Friday,17,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,0,42.28482577,-71.09137369,0,0,Evening,0,1,Summer,3,5,Other,0,2.0,1.0,0.0,0.0,0.0
I162014134,2604,Other,EXTORTION OR BLACKMAIL,B3,455,,2016-02-22T14:41:00.000-05:00,2016,2,Monday,14,Part Two,RADCLIFFE ST,42.30020194,-71.07835353,0,42.30020194,-71.07835353,0,0,Afternoon,0,2,Winter,1,1,Other,0,2.0,2.0,3.0,0.0,1.0
I162004469,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,221,,2016-01-17T03:19:00.000-05:00,2016,1,Sunday,3,Part Three,E BROADWAY,42.33554421,-71.0407501,0,42.33554421,-71.0407501,0,0,Night,1,1,Winter,1,7,Traffic,1,5.0,0.0,3.0,2.0,0.0
I172032263,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,367,,2017-04-25T17:11:00.000-04:00,2017,4,Tuesday,17,Part Three,GIBSON ST,42.29755533,-71.0597091,0,42.29755533,-71.0597091,0,0,Evening,0,1,Spring,2,2,Traffic,0,1.0,1.0,1.0,2.0,0.0
I162037733,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,333,,2016-05-14T20:21:00.000-04:00,2016,5,Saturday,20,Part One,MOUNT EVERETT ST,42.31013569,-71.0702931,0,42.31013569,-71.0702931,0,0,Evening,1,3,Spring,2,6,Violent,0,1.0,1.0,1.0,3.0,2.0
I172034099,3201,Property Lost,PROPERTY - LOST,D4,620,,2017-04-28T02:00:00.000-04:00,2017,4,Friday,2,Part Three,HEMENWAY ST,42.34669151,-71.08915488,0,42.34669151,-71.08915488,0,0,Night,0,1,Spring,2,5,Other,1,3.0,0.0,1.0,0.0,0.0
I172028026,3114,Investigate Property,INVESTIGATE PROPERTY,UNKNOWN,"",,2017-04-11T02:21:00.000-04:00,2017,4,Tuesday,2,Part Three,COAST GUARD BASE,-1.0,-1.0,0,-1.0,-1.0,0,0,Night,0,1,Spring,2,2,Other,1,12.0,0.0,1.0,0.0,0.0
I162042899,3301,Verbal Disputes,VERBAL DISPUTE,B3,437,,2016-06-01T00:50:00.000-04:00,2016,6,Wednesday,0,Part Three,DARLINGTON ST,42.28927826,-71.07581493,0,42.28927826,-71.07581493,0,0,Night,0,1,Summer,2,3,Other,1,2.0,0.0,0.0,0.0,0.0
I172012468,3201,Property Lost,PROPERTY - LOST,A1,"",,2017-02-15T17:08:00.000-05:00,2017,2,Wednesday,17,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Evening,0,1,Winter,1,3,Other,0,4.0,1.0,3.0,0.0,0.0
I162097464,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,414,,2016-11-29T17:58:00.000-05:00,2016,11,Tuesday,17,Part Two,WASHINGTON ST,42.2760195,-71.06952614,0,42.2760195,-71.06952614,0,0,Evening,0,2,Fall,4,2,Other,0,1.0,1.0,2.0,0.0,1.0
I182006191,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,313,,2018-01-24T09:36:00.000-05:00,2018,1,Wednesday,9,Part Three,HOLBORN ST,42.3153083,-71.08333147,0,42.3153083,-71.08333147,0,0,Morning,0,1,Winter,1,3,Traffic,0,0.0,3.0,3.0,2.0,0.0
I182004927,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,150,,2018-01-19T11:09:00.000-05:00,2018,1,Friday,11,Part Two,CHANDLER ST,42.34615178,-71.07404347,0,42.34615178,-71.07404347,0,0,Morning,0,2,Winter,1,5,Other,0,3.0,3.0,3.0,0.0,1.0
I182061852,3115,Investigate Person,INVESTIGATE PERSON,A7,14,,2018-08-04T18:40:00.000-04:00,2018,8,Saturday,18,Part Three,BENNINGTON ST,42.38359791,-71.01565007,0,42.38359791,-71.01565007,0,0,Evening,1,1,Summer,3,6,Other,0,10.0,1.0,0.0,0.0,0.0
I182023037,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,2018-03-28T11:03:00.000-04:00,2018,3,Wednesday,11,Part Three,MARGINAL ST,42.36423833,-71.03344046,0,42.36423833,-71.03344046,0,0,Morning,0,1,Spring,1,3,Other,0,10.0,3.0,1.0,0.0,0.0
I172029653,3115,Investigate Person,INVESTIGATE PERSON,E18,524,,2017-04-16T11:37:00.000-04:00,2017,4,Sunday,11,Part Three,BADGER RD,42.24159827,-71.1252447,0,42.24159827,-71.1252447,0,0,Morning,1,1,Spring,2,7,Other,0,7.0,3.0,1.0,0.0,0.0
I162081990,2618,Explosives,EXPLOSIVES - POSSESSION OR USE,E18,533,,2016-10-06T20:44:00.000-04:00,2016,10,Thursday,20,Part Two,ALVARADO AVE,42.24637931,-71.13627572,0,42.24637931,-71.13627572,0,0,Evening,0,2,Fall,4,4,Other,0,7.0,1.0,2.0,0.0,1.0
I182014165,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,441,,2018-02-23T00:43:00.000-05:00,2018,2,Friday,0,Part Three,NIGHTINGALE ST,42.29540175,-71.08237834,0,42.29540175,-71.08237834,0,0,Night,0,1,Winter,1,5,Other,1,2.0,0.0,3.0,0.0,0.0
I162039270,2610,Other,TRESPASSING,B3,426,,2016-05-19T22:00:00.000-04:00,2016,5,Thursday,22,Part Two,HARRISON AVE,42.33555954,-71.07436364,0,42.33555954,-71.07436364,0,0,Night,0,2,Spring,2,4,Other,1,2.0,0.0,1.0,0.0,1.0
I172027262,3125,Warrant Arrests,WARRANT ARREST,C11,367,,2017-04-08T07:51:00.000-04:00,2017,4,Saturday,7,Part Three,GIBSON ST,42.29755533,-71.0597091,0,42.29755533,-71.0597091,0,0,Morning,1,1,Spring,2,6,Other,0,1.0,3.0,1.0,0.0,0.0
I182000530,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,"",,2018-01-03T02:30:00.000-05:00,2018,1,Wednesday,2,Part Three,HERALD ST,,,0,42.18246397604247,-70.85870749757449,1,1,Night,0,1,Winter,1,3,Traffic,1,3.0,0.0,3.0,2.0,0.0
I162036190,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,724,,2016-05-09T19:42:00.000-04:00,2016,5,Monday,19,Part Three,VFW PKWY,42.26932098,-71.17204938,0,42.26932098,-71.17204938,0,0,Evening,0,1,Spring,2,1,Other,0,9.0,1.0,1.0,0.0,0.0
I172044086,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,83,,2017-06-03T17:33:00.000-04:00,2017,6,Saturday,17,Part Three,HANOVER ST,42.36569936,-71.05289203,0,42.36569936,-71.05289203,0,0,Evening,1,1,Summer,2,6,Traffic,0,4.0,1.0,0.0,2.0,0.0
I172045803,619,Larceny,LARCENY ALL OTHERS,A15,900,,2017-06-08T18:00:00.000-04:00,2017,6,Thursday,18,Part One,BUNKER HILL ST,42.37736388,-71.05791376,0,42.37736388,-71.05791376,0,0,Evening,0,3,Summer,2,4,Property,0,11.0,1.0,0.0,1.0,2.0
I182062618,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,342,,2018-07-31T00:00:00.000-04:00,2018,7,Tuesday,0,Part Two,GENEVA AVE,42.30209614,-71.06922842,0,42.30209614,-71.06922842,0,0,Night,0,2,Summer,3,2,Other,1,1.0,0.0,0.0,0.0,1.0
I162017670,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A15,38,,2016-03-06T04:00:00.000-05:00,2016,3,Sunday,4,Part One,EIGHTH ST,42.37474921,-71.05270605,0,42.37474921,-71.05270605,0,0,Night,1,3,Spring,1,7,Property,0,11.0,0.0,1.0,1.0,2.0
I182021895,361,Robbery,ROBBERY - OTHER,E18,940,,2018-03-24T00:47:36.000-04:00,2018,3,Saturday,0,Part One,NEWACRE RD,42.24550885,-71.11889368,0,42.24550885,-71.11889368,0,0,Night,1,3,Spring,1,6,Violent,1,7.0,0.0,1.0,3.0,2.0
I162010201,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,320,,2016-02-07T08:15:00.000-05:00,2016,2,Sunday,8,Part Two,CHENEY ST,42.30882778,-71.0841498,0,42.30882778,-71.0841498,0,0,Morning,1,2,Winter,1,7,Violent,0,0.0,3.0,3.0,3.0,1.0
I162078920,611,Larceny,LARCENY PICK-POCKET,B2,288,,2016-09-26T18:45:00.000-04:00,2016,9,Monday,18,Part One,WASHINGTON ST,42.32925905,-71.08482402,0,42.32925905,-71.08482402,0,0,Evening,0,3,Fall,3,1,Property,0,0.0,1.0,2.0,1.0,2.0
I152069457,3501,Missing Person Reported,MISSING PERSON,E5,822,,2015-08-21T22:00:00.000-04:00,2015,8,Friday,22,Part Three,GEORGETOWNE DR,42.25943465,-71.14798064,0,42.25943465,-71.14798064,0,0,Night,0,1,Summer,3,5,Other,1,9.0,0.0,0.0,0.0,0.0
I152053401,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,E13,644,,2015-06-28T06:09:00.000-04:00,2015,6,Sunday,6,Part Three,HOLBROOK ST,42.31030262,-71.11729257,0,42.31030262,-71.11729257,0,0,Morning,1,1,Summer,2,7,Other,0,6.0,3.0,0.0,0.0,0.0
I172026603,3114,Investigate Property,INVESTIGATE PROPERTY,A1,111,,2017-04-05T21:56:00.000-04:00,2017,4,Wednesday,21,Part Three,WINTER ST,42.35602373,-71.06177615,0,42.35602373,-71.06177615,0,0,Night,0,1,Spring,2,3,Other,0,4.0,0.0,1.0,0.0,0.0
I172082831,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,193,,2017-10-04T18:10:00.000-04:00,2017,10,Wednesday,18,Part Two,COLUMBIA ROAD ROTARY,42.329318,-71.052626,0,42.329318,-71.052626,0,0,Evening,0,2,Fall,4,3,Violent,0,5.0,1.0,2.0,3.0,1.0
I172101545,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,281,,2017-12-01T08:00:00.000-05:00,2017,12,Friday,8,Part One,DUDLEY ST,42.32849143,-71.08121253,0,42.32849143,-71.08121253,0,0,Morning,0,3,Winter,4,5,Property,0,0.0,3.0,3.0,1.0,2.0
I172077229,3115,Investigate Person,INVESTIGATE PERSON,B2,566,,2017-09-16T21:59:00.000-04:00,2017,9,Saturday,21,Part Three,BLUE HILL AVE,42.30391522,-71.08510251,0,42.30391522,-71.08510251,0,0,Night,1,1,Fall,3,6,Other,0,0.0,0.0,2.0,0.0,0.0
I182056962,361,Robbery,ROBBERY - OTHER,E13,906,,2018-07-19T20:21:00.000-04:00,2018,7,Thursday,20,Part One,WALDEN ST,42.32561013,-71.10449956,0,42.32561013,-71.10449956,0,0,Evening,0,3,Summer,3,4,Violent,0,6.0,1.0,0.0,3.0,2.0
I162102494,3201,Property Lost,PROPERTY - LOST,B3,444,,2016-12-16T14:00:00.000-05:00,2016,12,Friday,14,Part Three,WEST ST,42.35500441,-71.06300728,0,42.35500441,-71.06300728,0,0,Afternoon,0,1,Winter,4,5,Other,0,2.0,2.0,3.0,0.0,0.0
I152106811,619,Larceny,LARCENY ALL OTHERS,B3,463,,2015-12-27T17:48:00.000-05:00,2015,12,Sunday,17,Part One,BLUE HILL AVE,42.2973366,-71.08729604,0,42.2973366,-71.08729604,0,0,Evening,1,3,Winter,4,7,Property,0,2.0,1.0,3.0,1.0,2.0
I162053790,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,179,,2016-07-03T04:00:00.000-04:00,2016,7,Sunday,4,Part One,READING ST,42.33110748,-71.07357194,0,42.33110748,-71.07357194,0,0,Night,1,3,Summer,3,7,Property,0,0.0,0.0,0.0,1.0,2.0
I152088273,3501,Missing Person Reported,MISSING PERSON,B3,446,,2015-10-23T18:00:00.000-04:00,2015,10,Friday,18,Part Three,ATHELWOLD ST,42.29603943,-71.07717023,0,42.29603943,-71.07717023,0,0,Evening,0,1,Fall,4,5,Other,0,2.0,1.0,2.0,0.0,0.0
I172038517,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,"",,2017-05-16T16:23:00.000-04:00,2017,5,Tuesday,16,Part Three,CUMMINS HWY,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Spring,2,2,Traffic,0,2.0,2.0,1.0,2.0,0.0
I162071129,3410,Towed,TOWED MOTOR VEHICLE,A1,80,,2016-09-01T10:47:00.000-04:00,2016,9,Thursday,10,Part Three,HULL ST,42.36700659,-71.05629777,0,42.36700659,-71.05629777,0,0,Morning,0,1,Fall,3,4,Other,0,4.0,3.0,2.0,0.0,0.0
I152071977,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,626,,2015-08-29T12:00:00.000-04:00,2015,8,Saturday,12,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,0,42.34255587,-71.09807867,0,0,Afternoon,1,3,Summer,3,6,Property,0,3.0,2.0,0.0,1.0,2.0
I152094824,3115,Investigate Person,INVESTIGATE PERSON,C11,348,,2015-11-15T03:06:00.000-05:00,2015,11,Sunday,3,Part Three,DORCHESTER AVE,42.30559368,-71.05887861,0,42.30559368,-71.05887861,0,0,Night,1,1,Fall,4,7,Other,1,1.0,0.0,2.0,0.0,0.0
I182013825,2629,Harassment,HARASSMENT,B3,417,,2018-02-21T14:00:00.000-05:00,2018,2,Wednesday,14,Part Two,STOCKTON ST,42.28265604,-71.07374541,0,42.28265604,-71.07374541,0,0,Afternoon,0,2,Winter,1,3,Other,0,2.0,2.0,3.0,0.0,1.0
I172014642,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,304,,2017-02-21T18:00:00.000-05:00,2017,2,Tuesday,18,Part Three,WASHINGTON ST,42.31851534,-71.09560596,0,42.31851534,-71.09560596,0,0,Evening,0,1,Winter,1,2,Other,0,0.0,1.0,3.0,0.0,0.0
I152104892,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,360,,2015-12-20T12:32:00.000-05:00,2015,12,Sunday,12,Part Two,DORCHESTER AVE,42.29861807,-71.06064186,0,42.29861807,-71.06064186,0,0,Afternoon,1,2,Winter,4,7,Other,0,1.0,2.0,3.0,0.0,1.0
I172029907,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,724,,2017-04-17T12:10:00.000-04:00,2017,4,Monday,12,Part Three,VFW PKWY,42.2711311,-71.17267965,0,42.2711311,-71.17267965,0,0,Afternoon,0,1,Spring,2,1,Traffic,0,9.0,2.0,1.0,2.0,0.0
I152052784,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,465,,2015-06-26T04:46:00.000-04:00,2015,6,Friday,4,Part Three,BAIRD ST,42.28555729,-71.0911249,0,42.28555729,-71.0911249,0,0,Night,0,1,Summer,2,5,Other,0,2.0,0.0,0.0,0.0,0.0
I172085395,3115,Investigate Person,INVESTIGATE PERSON,C11,340,,2017-10-13T05:40:10.000-04:00,2017,10,Friday,5,Part Three,FOX ST,42.30665904,-71.06256742,0,42.30665904,-71.06256742,0,0,Night,0,1,Fall,4,5,Other,0,1.0,0.0,2.0,0.0,0.0
I152061008,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,184,,2015-07-23T20:36:00.000-04:00,2015,7,Thursday,20,Part Two,HUMPHREYS ST,42.31949081,-71.06627425,0,42.31949081,-71.06627425,0,0,Evening,0,2,Summer,3,4,Violent,0,0.0,1.0,0.0,3.0,1.0
I172055964,301,Robbery,ROBBERY - STREET,A1,101,,2017-07-11T09:56:00.000-04:00,2017,7,Tuesday,9,Part One,INDIA ST,42.35847666,-71.05324087,0,42.35847666,-71.05324087,0,0,Morning,0,3,Summer,3,2,Violent,0,4.0,3.0,0.0,3.0,2.0
I162083148,3410,Towed,TOWED MOTOR VEHICLE,E5,564,,2016-10-10T21:37:00.000-04:00,2016,10,Monday,21,Part Three,WASHINGTON ST,42.29492396,-71.11910662,0,42.29492396,-71.11910662,0,0,Night,0,1,Fall,4,1,Other,0,9.0,0.0,2.0,0.0,0.0
I162013725,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,156,,2016-02-21T03:44:00.000-05:00,2016,2,Sunday,3,Part Two,W SPRINGFIELD ST,42.33795319,-71.0774931,0,42.33795319,-71.0774931,0,0,Night,1,2,Winter,1,7,Violent,1,3.0,0.0,3.0,3.0,1.0
I182058675,3115,Investigate Person,INVESTIGATE PERSON,C6,225,,2018-07-25T14:16:00.000-04:00,2018,7,Wednesday,14,Part Three,G ST,42.33418306,-71.0442171,0,42.33418306,-71.0442171,0,0,Afternoon,0,1,Summer,3,3,Other,0,5.0,2.0,0.0,0.0,0.0
I162000583,1402,Vandalism,VANDALISM,A15,41,,2016-01-02T18:30:00.000-05:00,2016,1,Saturday,18,Part Two,FERRIN ST,42.3758558,-71.05659842,0,42.3758558,-71.05659842,0,0,Evening,1,2,Winter,1,6,Property,0,11.0,1.0,3.0,1.0,1.0
I182052176,3125,Warrant Arrests,WARRANT ARREST,B2,280,,2018-07-03T12:23:00.000-04:00,2018,7,Tuesday,12,Part Three,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,0,42.31860134,-71.08405792,0,0,Afternoon,0,1,Summer,3,2,Other,0,0.0,2.0,0.0,0.0,0.0
I152064745,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,207,,2015-08-05T17:12:00.000-04:00,2015,8,Wednesday,17,Part Three,COURTHOUSE WAY,42.35404844,-71.04639023,0,42.35404844,-71.04639023,0,0,Evening,0,1,Summer,3,3,Other,0,5.0,1.0,0.0,0.0,0.0
I182060691,619,Larceny,LARCENY ALL OTHERS,E13,579,,2018-07-27T11:00:00.000-04:00,2018,7,Friday,11,Part One,CENTRE ST,42.32287413,-71.10155354,0,42.32287413,-71.10155354,0,0,Morning,0,3,Summer,3,5,Property,0,6.0,3.0,0.0,1.0,2.0
I172019259,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,563,,2017-03-11T08:13:00.000-05:00,2017,3,Saturday,8,Part One,WASHINGTON ST,42.28915799,-71.12522353,0,42.28915799,-71.12522353,0,0,Morning,1,3,Spring,1,6,Violent,0,9.0,3.0,1.0,3.0,2.0
I152083575,3301,Verbal Disputes,VERBAL DISPUTE,C11,462,,2015-10-08T04:45:25.000-04:00,2015,10,Thursday,4,Part Three,BOWDOIN ST,42.30291764,-71.07150861,0,42.30291764,-71.07150861,0,0,Night,0,1,Fall,4,4,Other,0,1.0,0.0,2.0,0.0,0.0
I172064744,3001,Medical Assistance,DEATH INVESTIGATION,C11,382,,2017-08-08T01:48:00.000-04:00,2017,8,Tuesday,1,Part Three,MYRTLEBANK AVE,42.27993887,-71.05290417,0,42.27993887,-71.05290417,0,0,Night,0,1,Summer,3,2,Other,1,1.0,0.0,0.0,0.0,0.0
I162034384,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,289,,2016-05-03T15:35:00.000-04:00,2016,5,Tuesday,15,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,0,42.33367922,-71.09187755,0,0,Afternoon,0,1,Spring,2,2,Other,0,0.0,2.0,1.0,0.0,0.0
I162053164,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A15,900,,2016-07-04T22:36:00.000-04:00,2016,7,Monday,22,Part Three,MCNULTY CT,42.37865852,-71.05769433,0,42.37865852,-71.05769433,0,0,Night,0,1,Summer,3,1,Other,1,11.0,0.0,0.0,0.0,0.0
I162064959,3201,Property Lost,PROPERTY - LOST,E18,480,,2016-08-12T17:05:00.000-04:00,2016,8,Friday,17,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,0,42.26788791,-71.10067012,0,0,Evening,0,1,Summer,3,5,Other,0,7.0,1.0,0.0,0.0,0.0
I162010819,3501,Missing Person Reported,MISSING PERSON,E13,582,,2016-02-09T14:50:00.000-05:00,2016,2,Tuesday,14,Part Three,WARREN ST,42.34946444,-71.14270449,0,42.34946444,-71.14270449,0,0,Afternoon,0,1,Winter,1,2,Other,0,6.0,2.0,3.0,0.0,0.0
I152090288,617,Larceny,LARCENY THEFT FROM BUILDING,A7,23,,2015-10-31T11:15:00.000-04:00,2015,10,Saturday,11,Part One,LEXINGTON ST,42.37773566,-71.03743771,0,42.37773566,-71.03743771,0,0,Morning,1,3,Fall,4,6,Property,0,10.0,3.0,2.0,1.0,2.0
I172054992,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,472,,2017-07-07T23:19:00.000-04:00,2017,7,Friday,23,Part Three,BLUE HILL AVE,42.27386225,-71.09369539,0,42.27386225,-71.09369539,0,0,Night,0,1,Summer,3,5,Other,1,2.0,0.0,0.0,0.0,0.0
I172051656,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2017-06-27T11:19:00.000-04:00,2017,6,Tuesday,11,Part One,STATE ST,42.35942556,-71.05288819,0,42.35942556,-71.05288819,0,0,Morning,0,3,Summer,2,2,Property,0,4.0,3.0,0.0,1.0,2.0
I152057511,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,160,,2015-07-11T19:00:00.000-04:00,2015,7,Saturday,19,Part One,SHAWMUT AVE,42.34277705,-71.06952709,0,42.34277705,-71.06952709,0,0,Evening,1,3,Summer,3,6,Property,0,3.0,1.0,0.0,1.0,2.0
I172022090,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,,2017-03-20T20:30:00.000-04:00,2017,3,Monday,20,Part Three,WOOD AVE,42.27127997,-71.11028729,0,42.27127997,-71.11028729,0,0,Evening,0,1,Spring,1,1,Traffic,0,7.0,1.0,1.0,2.0,0.0
